Index,BasePrice,Name,Count,TotalTrades,,,Region,,,,,,,,,,,
5853,2720,Silk Thread,99179,,,,,,,,,,,,,,,
5858,18000,Wool,22153,,,,,,,,,,,,,,,
5860,46100,Enhanced Flax Fabric,248,,,,,,,,,,,,,,,
5951,6600,Trace of Chaos,111024,,,,,,,,,,,,,,,
5953,9550,Trace of Wave,95,,,,,,,,,,,,,,,
5958,91500,Trace of Battle,0,,,,,,,,,,,,,,,
5960,6600,Trace of Forest,4448,,,,,,,,,,,,,,,
6351,51500,Legendary Beast's Blood,13900,,,,,,,,,,,,,,,
6353,13100,Clown's Blood,101937,,,,,,,,,,,,,,,
6653,6250,Bottle of River Water,0,,,,,,,,,,,,,,,
9061,5550,Cream,0,,,,,,,,,,,,,,,
44364,448000,Dragon Scale Fossil,23,,,,,,,,,,,,,,,
4684,210000,Plywood Hardener,3584,,,,,,,,,,,,,,,
5605,12000,Delotia Powder,0,,,,,,,,,,,,,,,
5606,13300,Refined Delotia Reagent,12366,,,,,,,,,,,,,,,
5855,15100,Cotton Fabric,49471,,,,,,,,,,,,,,,
5856,10200,Flax Fabric,522388,,,,,,,,,,,,,,,
5955,92000,Trace of Ascension,0,,,,,,,,,,,,,,,
5956,40900,Trace of Savagery,1740,,,,,,,,,,,,,,,
6355,47100,Wise Man's Blood,19619,,,,,,,,,,,,,,,
6506,78000,White Coral,1086,,,,,,,,,,,,,,,
6606,220000,Oil of the Abyss,2671,,,,,,,,,,,,,,,
6656,4750,Purified Water,54530,,,,,,,,,,,,,,,
9063,3950,Butter,50163,,,,,,,,,,,,,,,
9064,5050,Egg,20217,,,,,,,,,,,,,,,
16901,1060,Inorganic Fertilizer,0,,,,,,,,,,,,,,,
16902,3380,Byproduct Fertilizer,0,,,,,,,,,,,,,,,
4076,127000,Metal Solvent,5197,,,,,,,,,,,,,,,
4476,38400,Red Coral,2214,,,,,,,,,,,,,,,
5212,60500,Essence of Magic Power,1476,,,,,,,,,,,,,,,
5863,2970000,Dusk Laden Cotton Fabric,421,,,,,,,,,,,,,,,
6501,3840,Coral Piece,862273,,,,,,,,,,,,,,,
7701,25000,Wild Beehive,0,,,,,,,,,,,,,,,
9773,22300000,Intact Griffon's Beak,0,,,,,,,,,,,,,,,
5208,150000,Essence of the Sun,1031,,,,,,,,,,,,,,,
5301,4490,Clear Liquid Reagent,15747,,,,,,,,,,,,,,,
5803,850,Silkworm Cocoon,213824,,,,,,,,,,,,,,,
6505,173000,Golden Coral,938,,,,,,,,,,,,,,,
6603,96500,Oil of Fortitude,3829,,,,,,,,,,,,,,,
4478,200000,Twilight Red Coral,1120,,,,,,,,,,,,,,,
5214,48700,Essence of Perfection,2743,,,,,,,,,,,,,,,
5865,2760000,Dawn Fallen Silk,396,,,,,,,,,,,,,,,
5963,41900,Trace of Memory,4148,,,,,,,,,,,,,,,
6533,3500000,Coral Crystal,0,,,,,,,,,,,,,,,
6601,39500,Oil of Regeneration,2462,,,,,,,,,,,,,,,
7703,6550,High-Quality Cooking Honey,85,,,,,,,,,,,,,,,
9741,58500,Griffon Claw,0,,,,,,,,,,,,,,,
44084,6000,Sticky Liquid,0,,,,,,,,,,,,,,,
44335,8500000000,Vell's Concentrated Magic,22,,,,,,,,,,,,,,,
5216,36700,Essence of Destruction,15484,,,,,,,,,,,,,,,
5302,4360,Pure Powder Reagent,15440,,,,,,,,,,,,,,,
5602,43800,Insectivore Plant Sap,763,,,,,,,,,,,,,,,
5802,595,Flax,86711,,,,,,,,,,,,,,,
5852,2250,Flax Thread,842670,,,,,,,,,,,,,,,
5859,183000,Tough Flax Fabric,151,,,,,,,,,,,,,,,
5952,6600,Trace of Despair,310114,,,,,,,,,,,,,,,
5959,15300,Trace of Hunting,1955,,,,,,,,,,,,,,,
6352,35300,Tyrant's Blood,19279,,,,,,,,,,,,,,,
6602,43100,Oil of Storms,116,,,,,,,,,,,,,,,
6652,4690,Bottle of Sea Water,2241,,,,,,,,,,,,,,,
9003,875,White Sauce,0,,,,,,,,,,,,,,,
5000,590000,Black Gem,671,,,,,,,,,,,,,,,
16004,2610000,Concentrated Magical Black Stone (Weapon),4077,,,,,,,,,,,,,,,
721003,2640000,Caphras Stone,16458,,,,,,,,,,,,,,,
4999,220000,Black Gem Fragment,13982,,,,,,,,,,,,,,,
16005,2180000,Concentrated Magical Black Stone (Armor),9802,,,,,,,,,,,,,,,
4987,7700000,Concentrated Magical Black Gem,7999,,,,,,,,,,,,,,,
16001,181000,Black Stone (Weapon),44,,,,,,,,,,,,,,,
16002,195000,Black Stone (Armor),18887,,,,,,,,,,,,,,,
44195,1780000,Memory Fragment,38157,,,,,,,,,,,,,,,
4997,1420000,Hard Black Crystal Shard,2441,,,,,,,,,,,,,,,
4998,1760000,Sharp Black Crystal Shard,1921,,,,,,,,,,,,,,,
4911,345000,Grade 3 Armor Reform Stone,0,,,,,,,,,,,,,,,
4913,4770000,Ultimate Armor Reform Stone,0,,,,,,,,,,,,,,,
4910,359000,Grade 3 Weapon Reform Stone,755,,,,,,,,,,,,,,,
4906,403000,Grade 1 Weapon Reform Stone,35,,,,,,,,,,,,,,,
4909,240000,Grade 2 Armor Reform Stone,69,,,,,,,,,,,,,,,
4907,309000,Grade 1 Armor Reform Stone,42,,,,,,,,,,,,,,,
4908,493000,Grade 2 Weapon Reform Stone,77,,,,,,,,,,,,,,,
4912,5600000,Ultimate Weapon Reform Stone,156,,,,,,,,,,,,,,,
9771,8750000000,Inverted Heart of Garmoth,6,,,,,,,,,,,,,,,
618,301000,[Party] Elixir of Brutal Perforation,0,,,,,,,,,,,,,,,
633,34100,[Party] Elixir of Assassination,335,,,,,,,,,,,,,,,
718,51000,Elixir of Carnage,0,,,,,,,,,,,,,,,
1169,16800000,Immortal: Elixir of Deep Sea,0,,,,,,,,,,,,,,,
504,32000,Melee AP Enhancer,164,,,,,,,,,,,,,,,
697,127000,Elixir of Lethal Assassin,0,,,,,,,,,,,,,,,
704,30500,Elixir of Fury,9161,,,,,,,,,,,,,,,
761,237000,Marking Reagent,868,,,,,,,,,,,,,,,
630,124000,[Party] Elixir of Agile Spells,160,,,,,,,,,,,,,,,
655,86500,[Party] Elixir of Carnage,1031,,,,,,,,,,,,,,,
689,163000,Elixir of Flowing Wind,1648,,,,,,,,,,,,,,,
719,224000,Elixir of Brutal Carnage,858,,,,,,,,,,,,,,,
762,16900,Elixir of Shock,15274,,,,,,,,,,,,,,,
617,88500,[Party] Elixir of Perforation,0,,,,,,,,,,,,,,,
634,274000,[Party] Elixir of Lethal Assassin,6707,,,,,,,,,,,,,,,
698,510000,Elixir of Detection,0,,,,,,,,,,,,,,,
766,28400,[Mix] EXP-Reaper Elixir,111,,,,,,,,,,,,,,,
1166,17100000,Immortal: Spirit Perfume Elixir,0,,,,,,,,,,,,,,,
506,100000,Magic AP Enhancer,0,,,,,,,,,,,,,,,
523,7800,Accuracy Enhancer,0,,,,,,,,,,,,,,,
609,123000,[Party] Elixir of Frenzy,0,,,,,,,,,,,,,,,
642,89000,[Party] Elixir of Endless Fury,0,,,,,,,,,,,,,,,
656,276000,[Party] Elixir of Brutal Carnage,369,,,,,,,,,,,,,,,
673,345000,Elixir of Endless Frenzy,6991,,,,,,,,,,,,,,,
741,208000,Strong Griffon's Elixir,0,,,,,,,,,,,,,,,
792,530000,Beast's Draught,1673,,,,,,,,,,,,,,,
628,166000,[Party] Elixir of Intrepid Swiftness,0,,,,,,,,,,,,,,,
687,337000,Brutal Death Elixir,4345,,,,,,,,,,,,,,,
696,34200,Elixir of Assassination,2137,,,,,,,,,,,,,,,
721,301000,Merciless Sky Elixir,4163,,,,,,,,,,,,,,,
764,40900,[Party] Elixir of Shock,1877,,,,,,,,,,,,,,,
794,660000,Savage Draught,1951,,,,,,,,,,,,,,,
614,215000,[Party] Elixir of Strong Draining,406,,,,,,,,,,,,,,,
637,42400,[Party] Elixir of Concentration,0,,,,,,,,,,,,,,,
671,68000,Elixir of Perfect Human Hunt,0,,,,,,,,,,,,,,,
678,14300,Elixir of Demihuman Hunt,2200,,,,,,,,,,,,,,,
680,102000,Elixir of Perforation,13443,,,,,,,,,,,,,,,
744,96000,[Party] Griffon's Elixir,0,,,,,,,,,,,,,,,
771,5250000,Elixir of Deep Sea,0,,,,,,,,,,,,,,,
627,73500,[Party] Elixir of Swiftness,3767,,,,,,,,,,,,,,,
670,7900,Elixir of Human Hunt,0,,,,,,,,,,,,,,,
688,16500,Elixir of Wind,29,,,,,,,,,,,,,,,
713,276000,Grim Soul Reaper's Elixir,3921,,,,,,,,,,,,,,,
763,70500,Elixir of Strong Shock,533,,,,,,,,,,,,,,,
781,845000,Spirit Perfume Elixir,8777,,,,,,,,,,,,,,,
1163,3840000,Immortal: Giant's Draught,0,,,,,,,,,,,,,,,
616,31500,[Party] Fierce Demihuman Hunting Elixir,123,,,,,,,,,,,,,,,
635,480000,[Party] Elixir of Detection,0,,,,,,,,,,,,,,,
650,365000,[Party] Grim Soul Reaper's Elixir,0,,,,,,,,,,,,,,,
699,850000,Elixir of Sharp Detection,0,,,,,,,,,,,,,,,
701,66000,Elixir of Advanced Concentration,0,,,,,,,,,,,,,,,
765,165000,[Party] Elixir of Strong Shock,1532,,,,,,,,,,,,,,,
607,6650,[Party] Elixir of Human Hunt,0,,,,,,,,,,,,,,,
608,121000,[Party] Elixir of Perfect Human Hunt,123,,,,,,,,,,,,,,,
657,61000,[Party] Elixir of Sky,481,,,,,,,,,,,,,,,
658,397000,[Party] Merciless Sky Elixir,288,,,,,,,,,,,,,,,
693,77500,Elixir of Agile Spells,2333,,,,,,,,,,,,,,,
793,660000,Giant's Draught,1822,,,,,,,,,,,,,,,
613,45700,[Party] Elixir of Draining,900,,,,,,,,,,,,,,,
638,63500,[Party] Elixir of Advanced Concentration,0,,,,,,,,,,,,,,,
677,123000,Elixir of Strong Draining,2319,,,,,,,,,,,,,,,
681,312000,Elixir of Brutal Perforation,629,,,,,,,,,,,,,,,
720,83000,Elixir of Sky,1,,,,,,,,,,,,,,,
745,192000,[Party] Strong Griffon's Elixir,0,,,,,,,,,,,,,,,
795,1190000,Frenzy Draught,7376,,,,,,,,,,,,,,,
505,100000,Ranged AP Enhancer,0,,,,,,,,,,,,,,,
705,93000,Elixir of Endless Fury,171,,,,,,,,,,,,,,,
712,85500,Grim Reaper's Elixir,11724,,,,,,,,,,,,,,,
769,207000,[Mix] Manhunt-Rage Elixir,294,,,,,,,,,,,,,,,
625,56500,[Party] Elixir of Wind,5006,,,,,,,,,,,,,,,
626,162000,[Party] Elixir of Flowing Wind,0,,,,,,,,,,,,,,,
676,19700,Elixir of Draining,18986,,,,,,,,,,,,,,,
690,22700,Elixir of Swiftness,10814,,,,,,,,,,,,,,,
740,89000,Griffon's Elixir,0,,,,,,,,,,,,,,,
610,460000,[Party] Elixir of Endless Frenzy,1500,,,,,,,,,,,,,,,
623,115000,[Party] Elixir of Death,1,,,,,,,,,,,,,,,
624,470000,[Party] Brutal Death Elixir,3039,,,,,,,,,,,,,,,
641,58500,[Party] Elixir of Fury,0,,,,,,,,,,,,,,,
691,75500,Elixir of Intrepid Swiftness,6451,,,,,,,,,,,,,,,
692,23800,Elixir of Spells,15522,,,,,,,,,,,,,,,
615,19000,[Party] Elixir of Demihuman Hunt,532,,,,,,,,,,,,,,,
649,205000,[Party] Grim Reaper's Elixir,4002,,,,,,,,,,,,,,,
700,13200,Elixir of Concentration,5312,,,,,,,,,,,,,,,
734,4160000,Perfume of Courage,1775,,,,,,,,,,,,,,,
768,401000,[Mix] Swiftness-Wind-Spell Elixir,358,,,,,,,,,,,,,,,
629,12200,[Party] Elixir of Spells,1,,,,,,,,,,,,,,,
636,815000,[Party] Elixir of Sharp Detection,0,,,,,,,,,,,,,,,
672,106000,Elixir of Frenzy,1103,,,,,,,,,,,,,,,
679,46600,Fierce Demihuman Hunting Elixir,7252,,,,,,,,,,,,,,,
686,94500,Elixir of Death,6527,,,,,,,,,,,,,,,
728,368,Elixir of Burn Removal,6672,,,,,,,,,,,,,,,
1157,322000,Elixir of Armor,224,,,,,,,,,,,,,,,
702,30600,Elixir of Will,31834,,,,,,,,,,,,,,,
706,24500,Elixir of Resistance,14126,,,,,,,,,,,,,,,
770,550000,[Mix] Thorn-Defense Elixir,0,,,,,,,,,,,,,,,
648,22000,[Party] Elixir of Clear Mentality,0,,,,,,,,,,,,,,,
667,165000,Elixir of Sharp Thorn,0,,,,,,,,,,,,,,,
682,45400,Elixir of Energy,10953,,,,,,,,,,,,,,,
733,4050000,Tough Whale Tendon Elixir,0,,,,,,,,,,,,,,,
748,9550000,Khalk's Elixir,634,,,,,,,,,,,,,,,
782,39700,Helix Elixir,1624,,,,,,,,,,,,,,,
784,81000,[Party] Helix Elixir,0,,,,,,,,,,,,,,,
512,100000,Grapple Resistance Enhancer,0,,,,,,,,,,,,,,,
603,106000,[Party] Elixir of Thorn,0,,,,,,,,,,,,,,,
605,34500,[Party] Resurrection Elixir,2150,,,,,,,,,,,,,,,
639,50000,[Party] Elixir of Will,55,,,,,,,,,,,,,,,
646,128000,[Party] Elixir of Strong Life,0,,,,,,,,,,,,,,,
669,6550,Strong Resurrection Elixir,0,,,,,,,,,,,,,,,
703,68000,Elixir of Remarkable Will,45,,,,,,,,,,,,,,,
739,5600,[Party] Elixir of Hemostasis,32,,,,,,,,,,,,,,,
668,20000,Resurrection Elixir,21860,,,,,,,,,,,,,,,
732,880000,Whale Tendon Elixir,0,,,,,,,,,,,,,,,
783,169000,Splendid Helix Elixir,1745,,,,,,,,,,,,,,,
507,3000,Melee Damage Reducer,1599,,,,,,,,,,,,,,,
508,76500,Ranged Damage Reducer,291,,,,,,,,,,,,,,,
643,62500,[Party] Elixir of Resistance,1960,,,,,,,,,,,,,,,
707,110000,Elixir of Sharp Resistance,3404,,,,,,,,,,,,,,,
708,34600,Elixir of Life,11505,,,,,,,,,,,,,,,
620,55000,[Party] Surging Energy Elixir,9,,,,,,,,,,,,,,,
645,25100,[Party] Elixir of Life,0,,,,,,,,,,,,,,,
738,4860,[Party] Antidote Elixir,464,,,,,,,,,,,,,,,
509,79500,Magic Damage Reducer,764,,,,,,,,,,,,,,,
606,48900,[Party] Strong Resurrection Elixir,6701,,,,,,,,,,,,,,,
709,43800,Elixir of Strong Life,698,,,,,,,,,,,,,,,
1160,167000,Elixir of Corrupted Armor,0,,,,,,,,,,,,,,,
666,96000,Elixir of Thorn,0,,,,,,,,,,,,,,,
683,11300,Surging Energy Elixir,1474,,,,,,,,,,,,,,,
717,130000,Elixir of Steel Defense,0,,,,,,,,,,,,,,,
785,157000,[Party] Splendid Helix Elixir,0,,,,,,,,,,,,,,,
640,100000,[Party] Elixir of Remarkable Will,0,,,,,,,,,,,,,,,
1161,7800000,Perfume of Charm,326,,,,,,,,,,,,,,,
619,22000,[Party] Elixir of Energy,74,,,,,,,,,,,,,,,
653,66000,[Party] Defense Elixir,1381,,,,,,,,,,,,,,,
730,500,Elixir of Hemostasis,4366,,,,,,,,,,,,,,,
798,1610000,Armor Draught,287,,,,,,,,,,,,,,,
716,34800,Defense Elixir,2582,,,,,,,,,,,,,,,
644,106000,[Party] Elixir of Sharp Resistance,0,,,,,,,,,,,,,,,
737,7850,[Party] Elixir of Burn Removal,35,,,,,,,,,,,,,,,
604,158000,[Party] Elixir of Sharp Thorn,0,,,,,,,,,,,,,,,
647,18100,[Party] Elixir of Mentality,0,,,,,,,,,,,,,,,
654,126000,[Party] Elixir of Steel Defense,0,,,,,,,,,,,,,,,
711,17300,Elixir of Clear Mentality,467,,,,,,,,,,,,,,,
710,7500,Elixir of Mentality,1241,,,,,,,,,,,,,,,
729,353,Antidote Elixir,35153,,,,,,,,,,,,,,,
651,20000,[Party] EXP Elixir,740,,,,,,,,,,,,,,,
685,76500,Soaring Wings Elixir,254,,,,,,,,,,,,,,,
715,52000,Splendid EXP Elixir,2059,,,,,,,,,,,,,,,
749,22900,Elixir of Time,11815,,,,,,,,,,,,,,,
662,96500,[Party] Skilled Worker's Elixir,42,,,,,,,,,,,,,,,
755,49800,[Party] Elixir of Training,628,,,,,,,,,,,,,,,
1155,73500,Elixir of Mastery,11087,,,,,,,,,,,,,,,
632,13300,[Party] Agile Seal Elixir,398,,,,,,,,,,,,,,,
751,92500,[Party] Elixir of Time,5461,,,,,,,,,,,,,,,
674,45000,Golden Hand Elixir,15344,,,,,,,,,,,,,,,
773,18900,Weenie Elixir,0,,,,,,,,,,,,,,,
777,26800,Looney Elixir,863,,,,,,,,,,,,,,,
1159,28100,Elixir of Rough Labor,0,,,,,,,,,,,,,,,
659,25100,[Party] Elixir of Endurance,20,,,,,,,,,,,,,,,
660,104000,[Party] Elixir of Overwhelming Endurance,0,,,,,,,,,,,,,,,
723,106000,Elixir of Overwhelming Endurance,1631,,,,,,,,,,,,,,,
724,7700,Worker's Elixir,947,,,,,,,,,,,,,,,
774,50500,Surging Weenie Elixir,2,,,,,,,,,,,,,,,
791,319000,Verdure Draught,3758,,,,,,,,,,,,,,,
1158,95000,Elixir of Improved Mastery,0,,,,,,,,,,,,,,,
611,8700,[Party] Golden Hand Elixir,121,,,,,,,,,,,,,,,
661,44400,[Party] Worker's Elixir,530,,,,,,,,,,,,,,,
754,127000,Elixir of Expert Training,9660,,,,,,,,,,,,,,,
797,9800000,Unbridled Celerity Draught,351,,,,,,,,,,,,,,,
1154,32700,Elixir of Infinite Skill,0,,,,,,,,,,,,,,,
714,12500,EXP Elixir,168,,,,,,,,,,,,,,,
778,71500,Reliable Looney Elixir,27,,,,,,,,,,,,,,,
780,124000,[Party] Reliable Looney Elixir,0,,,,,,,,,,,,,,,
602,157000,[Party] Improved Elixir of Amity,0,,,,,,,,,,,,,,,
695,15200,Agile Seal Elixir,44,,,,,,,,,,,,,,,
756,162000,[Party] Elixir of Expert Training,0,,,,,,,,,,,,,,,
1156,35500,Elixir of Labor,4636,,,,,,,,,,,,,,,
652,100000,[Party] Splendid EXP Elixir,3761,,,,,,,,,,,,,,,
663,74500,[Party] Fisher's Elixir,21,,,,,,,,,,,,,,,
727,46200,Skilled Fisher's Elixir,70,,,,,,,,,,,,,,,
621,29300,[Party] Elixir of Wings,0,,,,,,,,,,,,,,,
664,24200,Elixir of Amity,4849,,,,,,,,,,,,,,,
694,7750,Elixir of Seal,66,,,,,,,,,,,,,,,
753,20800,Elixir of Training,16486,,,,,,,,,,,,,,,
796,3740000,Celerity Draught,331,,,,,,,,,,,,,,,
631,59500,[Party] Elixir of Seal,188,,,,,,,,,,,,,,,
684,19000,Elixir of Wings,22,,,,,,,,,,,,,,,
767,520000,[Mix] Time-Training Elixir,19,,,,,,,,,,,,,,,
675,147000,Glorious Golden Hand Elixir,7693,,,,,,,,,,,,,,,
725,24800,Skilled Worker's Elixir,85,,,,,,,,,,,,,,,
726,33200,Fisher's Elixir,23709,,,,,,,,,,,,,,,
775,55000,[Party] Weenie Elixir,355,,,,,,,,,,,,,,,
776,174000,[Party] Surging Weenie Elixir,343,,,,,,,,,,,,,,,
601,57000,[Party] Elixir of Amity,156,,,,,,,,,,,,,,,
665,160000,Improved Elixir of Amity,862,,,,,,,,,,,,,,,
735,9950000,Perfume of Swiftness,0,,,,,,,,,,,,,,,
750,105000,Elixir of Flowing Time,1108,,,,,,,,,,,,,,,
752,160000,[Party] Elixir of Flowing Time,566,,,,,,,,,,,,,,,
1152,58500,Elixir of Skill,0,,,,,,,,,,,,,,,
622,97500,[Party] Soaring Wings Elixir,16,,,,,,,,,,,,,,,
722,21700,Elixir of Endurance,8151,,,,,,,,,,,,,,,
736,105000,[Party] Skilled Fisher's Elixir,8410,,,,,,,,,,,,,,,
779,63500,[Party] Looney Elixir,0,,,,,,,,,,,,,,,
612,314000,[Party] Glorious Golden Hand Elixir,4509,,,,,,,,,,,,,,,
9213,2500,Beer,81998,,,,,,,,,,,,,,,
9214,3650,Teff Bread,55535,,,,,,,,,,,,,,,
9263,20700,Milk Tea,17138,,,,,,,,,,,,,,,
9264,6400,Fruit Pie,0,,,,,,,,,,,,,,,
9299,3650,Spongy Teff Bread,56258,,,,,,,,,,,,,,,
9300,27400,Thick Freekeh Snake Stew,500,,,,,,,,,,,,,,,
9314,89500,Spirit Essence of Earth,762,,,,,,,,,,,,,,,
9414,14200,Meat Stew,1873,,,,,,,,,,,,,,,
9449,16000,Fresh Fish Fillet Salad,8036,,,,,,,,,,,,,,,
9450,4750,Well-aged Steamed Bird,5,,,,,,,,,,,,,,,
9464,59500,Jumbo King of Jungle Hamburg,34707,,,,,,,,,,,,,,,
9207,20000,Sute Tea,6410,,,,,,,,,,,,,,,
9241,7700,Stir-Fried Vegetables,45658,,,,,,,,,,,,,,,
9258,2760,Fruit and Vegetable Salad,10921,,,,,,,,,,,,,,,
9275,795,Special Grain Soup,143,,,,,,,,,,,,,,,
9288,26200,Lean Meat Pie,472,,,,,,,,,,,,,,,
9292,16200,Tea with Strong Scent,20121,,,,,,,,,,,,,,,
9305,20200,Classic Couscous,12975,,,,,,,,,,,,,,,
9407,535,Fried Fish,4728,,,,,,,,,,,,,,,
9424,14600,Meat Soup,97,,,,,,,,,,,,,,,
9441,8350,High-Quality Seafood Pasta,6578,,,,,,,,,,,,,,,
9458,1590000,Fresh Whale Meat Salad,0,,,,,,,,,,,,,,,
9475,16900,Pan-Fried Oyster,9954,,,,,,,,,,,,,,,
9492,930,Grilled Bird Meat,65748,,,,,,,,,,,,,,,
9607,38800,Mediah Meal,66478,,,,,,,,,,,,,,,
9692,412000,Simple Cron Meal,9543,,,,,,,,,,,,,,,
9265,14600,Meat Pie,0,,,,,,,,,,,,,,,
9298,41600,Plentiful Assorted Side Dishes,0,,,,,,,,,,,,,,,
9315,87000,Spirit Essence of Water,198,,,,,,,,,,,,,,,
9316,29000,Rainbow Button Mushroom Sandwich,234,,,,,,,,,,,,,,,
9333,35700,Stir-Fried Bracken and Meat,0,,,,,,,,,,,,,,,
9434,33000,Special Meat Soup,0,,,,,,,,,,,,,,,
9447,8300,Special Stir-Fried Seafood,17,,,,,,,,,,,,,,,
9448,62000,Bloody Dark Pudding,11439,,,,,,,,,,,,,,,
9601,23800,Balenos Meal,54696,,,,,,,,,,,,,,,
9634,46000,Margoria Seafood Meal,7792,,,,,,,,,,,,,,,
9274,13800,Special Fruit Pudding,5411,,,,,,,,,,,,,,,
9289,36200,Crispy Honeycomb Cookie,0,,,,,,,,,,,,,,,
9323,13900,Delotia Tart,0,,,,,,,,,,,,,,,
9325,37600,Delotia Pudding,14132,,,,,,,,,,,,,,,
9423,13200,Fish Fillet Salad,5024,,,,,,,,,,,,,,,
9425,18800,Lean Meat Salad,0,,,,,,,,,,,,,,,
9440,6900,Plentiful Steamed Fish,428,,,,,,,,,,,,,,,
9459,23900,Hunter's Salad,849,,,,,,,,,,,,,,,
9474,12900,Hearty Steamed Prawn,32,,,,,,,,,,,,,,,
9489,14600,Golden Roast Marmot,4,,,,,,,,,,,,,,,
9211,840,Special Carrot Juice,43439,,,,,,,,,,,,,,,
9220,21900,Couscous,39239,,,,,,,,,,,,,,,
9279,3140,Full-bodied Exotic Herbal Wine,21281,,,,,,,,,,,,,,,
9284,15500,Crispy Stir-Fried Vegetables,32119,,,,,,,,,,,,,,,
9309,9000,Coconut Fried Fish,15550,,,,,,,,,,,,,,,
9313,90500,Spirit Essence of Wind,0,,,,,,,,,,,,,,,
9318,20300,Stir-Fried Bracken,3764,,,,,,,,,,,,,,,
9411,3980,Steamed Seafood,594,,,,,,,,,,,,,,,
9420,4820,Stir-Fried Seafood,66,,,,,,,,,,,,,,,
9445,3850,Golden Smoked Fish Steak,33113,,,,,,,,,,,,,,,
9454,1330,Sour Pickled Fish,2054,,,,,,,,,,,,,,,
9479,62500,Hard-Boiled Shellfish,0,,,,,,,,,,,,,,,
9488,15600,Roast Marmot,0,,,,,,,,,,,,,,,
9215,26100,Freekeh Snake Stew,0,,,,,,,,,,,,,,,
9216,7600,Fig Pie,21998,,,,,,,,,,,,,,,
9266,20100,Honeycomb Cookie,0,,,,,,,,,,,,,,,
9280,3410,Luscious Fruit Wine,1924,,,,,,,,,,,,,,,
9283,5900,Cold Draft Beer,19967,,,,,,,,,,,,,,,
9297,5150,Mouth-watering Fish Fillet Chips,45,,,,,,,,,,,,,,,
9330,43200,Fragrant Delotia Milk Tea,0,,,,,,,,,,,,,,,
9415,29500,Meat Sandwich,701,,,,,,,,,,,,,,,
9416,21200,Meat Pasta,4500,,,,,,,,,,,,,,,
9433,8350,Savory Seafood Grilled with Butter,1035,,,,,,,,,,,,,,,
9483,26700,Rainbow Button Mushroom Cheese Melt,4065,,,,,,,,,,,,,,,
9484,40200,Mild Rainbow Button Mushroom Cheese Melt,2306,,,,,,,,,,,,,,,
9205,2070,Aloe Cookie,2140,,,,,,,,,,,,,,,
9256,2150,Fried Vegetables,139,,,,,,,,,,,,,,,
9273,19600,High-Quality Cheese Pie,0,,,,,,,,,,,,,,,
9290,70000,High-Quality Ham Sandwich,17708,,,,,,,,,,,,,,,
9307,3900,Coconut Cocktail,24732,,,,,,,,,,,,,,,
9324,24200,High-Quality Delotia Tart,29,,,,,,,,,,,,,,,
9405,2300,Steamed Bird,11597,,,,,,,,,,,,,,,
9409,755,Steamed Fish,0,,,,,,,,,,,,,,,
9422,37100,Dark Pudding,31884,,,,,,,,,,,,,,,
9439,1600,Lean Steamed Fish,103,,,,,,,,,,,,,,,
9456,80000,Whale Meat Salad,0,,,,,,,,,,,,,,,
9473,9400,Steamed Prawn,0,,,,,,,,,,,,,,,
9490,18600,Skewered Llama Cheese Melt,0,,,,,,,,,,,,,,,
9609,31900,Valencia Meal,115527,,,,,,,,,,,,,,,
9639,113000,Special O'dyllita Meal,30204,,,,,,,,,,,,,,,
9270,7950,Tea With Fine Scent,24766,,,,,,,,,,,,,,,
9293,16500,Thick Aloe Yogurt,6,,,,,,,,,,,,,,,
9327,8250,Delotia Juice,0,,,,,,,,,,,,,,,
9329,17500,Delotia Milk Tea,3990,,,,,,,,,,,,,,,
9334,61500,Light Stir-Fried Bracken and Meat,27912,,,,,,,,,,,,,,,
9336,12600,Fresh Chicken Breast Salad,5000,,,,,,,,,,,,,,,
9427,18300,Grilled Sausage,0,,,,,,,,,,,,,,,
9429,800,Crispy Fried Fish,9316,,,,,,,,,,,,,,,
9436,6650,Appealing Boiled Bird Egg,0,,,,,,,,,,,,,,,
9463,37500,King of Jungle Hamburg,51415,,,,,,,,,,,,,,,
9470,382000,Khalk's Strong Fermented Wine,0,,,,,,,,,,,,,,,
9493,1080,Steaming Hot Grilled Bird Meat,27453,,,,,,,,,,,,,,,
9636,94000,Special Kamasylvia Meal,6593,,,,,,,,,,,,,,,
9267,36600,Ham Sandwich,15482,,,,,,,,,,,,,,,
9281,8600,Sweet and Sour Pickled Vegetable,29592,,,,,,,,,,,,,,,
9282,50000,Chewy Cheese Gratin,46328,,,,,,,,,,,,,,,
9317,49000,Sweet Rainbow Button Mushroom Sandwich,4427,,,,,,,,,,,,,,,
9331,8800,Stir-Fried Bird,8822,,,,,,,,,,,,,,,
9332,19000,Savory Stir-Fried Bird,5000,,,,,,,,,,,,,,,
9417,3910,Smoked Fish Steak,34858,,,,,,,,,,,,,,,
9431,36700,Smoked Sausage,0,,,,,,,,,,,,,,,
9432,46200,Special Stir-Fried Meat,0,,,,,,,,,,,,,,,
9631,40400,Knight Combat Rations,20712,,,,,,,,,,,,,,,
9632,25100,Special Arehaza Meal,3690,,,,,,,,,,,,,,,
9206,1380,Honey Wine,181500,,,,,,,,,,,,,,,
9208,1560,Fish Fillet Chips,145,,,,,,,,,,,,,,,
9255,383,Grain Soup,2780,,,,,,,,,,,,,,,
9257,545,Fruit Juice,791,,,,,,,,,,,,,,,
